img_id,caption0,caption1,caption2,caption3,caption4
526953,A man jumping up into the air holding a tennis racquet.,A guy returns the ball during a tennis match.,a male tennis player in a black shirt playing tennis,A tennis player jumping in the air after returning a serve.,A man jumping in the air and swinging his racket while playing tennis. 
27241,Base ball game with batter on the mound waiting for the pitch.,A crowd is watching a baseball game being played.,A male baseball player is at base preparing to hit the ball,A view of a person playing in a baseball game.,Baseball players are in position while spectators watch. 
363117,a person jumping up to hit a tennis ball,Woman outstretched to hit a tennis ball above her head.,A man hitting a tennis ball with a tennis racquet.,A person is trying to hit a ball with a tennis racket.,a woman in a white top is playing tennis 
232049,A couple of baseball players that are in the grass.,there is a baseball game on and two players are out on the field,A group of men on a field playing baseball.,3 guys all playing baseball on a large feild,The men are on the field playing a game of baseball. 
518769,A BASE BALL GAME WITH A LOT OF PEOPLE ,A man is holding his bat to swing as thousands of people are watching in the background of a stadium. ,A baseball player prepares to swing as a pitcher throws the ball. ,During a baseball game a pitcher is throwing the ball while the batter is preparing to swing at it.,A baseball player holding a bat on a field.
68211,A baseball player balancing the ball on his left hand.,A baseball catcher holds the ball on top of his hand.,Male baseball player rolling a baseball down his hand. ,A pitcher balancing a baseball on the back of his hand. ,A baseball player catching the ball in an odd manner.
240243,Woman with intent focus on a tennis ball while holding her racket.,a girl in tennis clothing hitting a tennis ball with a racket,A woman is hitting a tennis ball with a tennis racket. ,A black tennis player wearing orange and white clothing hits a backhand,A woman swings the tennis racket to hit the tennis ball.
371317,The player is hitting a tennis ball across the net.,A person with a racket goes to hit a ball.,Two tennis players are playing against each in a tennis match.,A man is hitting the tennis ball as he steps back.,Tennis player just swung his racket to serve the ball back to the other side 
191093,A boy in a goalie outfit throwing a ball onto a field.,A ball player throwing a ball at an indoor play area.,A young man wearing gloves guarding a soccer goal.,A boy wearing soccer apparel on a field holding a blue ball.,A boy on a field with a ball.
281207,Men are playing a doubles tennis match as people watch.,A doubles badminton match is going on in the badminton court.,A view of a men's double tennis match,An intense game of doubles being played today.,Two teams of two playing tennis on a blue tennis court with people sitting on the bleachers.
526968,A young man holding a ball in front of a soccer net.,a white man with a yellow and black uniform playing soccer,A soccer goalie bends over and holds the ball to his chest.,A man in yellow jersey holding a soccer ball by net.,A man standing on a field with a soccer ball.
182905,a man is hitting a ball with a racket,A boy hits a ball over a net on a beach.,A man is in the sand hitting a ball with a racquet over a net.,A young man is about to hit a ball with a covered racket. ,A boy swipes at a ball in back of a volleyball net.
281214,Two side-by-side exact same pictures of a man hitting a tennis ball,A man in a tennis match returns a tennis ball.,a man in a cap swinging a tennis racquet at a tennis ball,A man standing on a tennis court holding a racquet.,A man is striking a tennis ball during a game
297600,A group of men running on the field of a soccer game in progress.,A group of people on a field playing soccer.,Soccer players chasing the ball on a field.,Several soccer players are competing for the ball. ,Three soccer players charging forward offensively against two defenders.
117377,a little boy jumping to put the basketball in the hoop,A kid jumping up in the air with a small ball.,A small boy in the air dunking a basketball in a hoop.,A young child dunking a basketball in a hoop.,Boy playing basketball on a toy hoop inside a garage.
264846,Two men are standing near as the woman is playing tennis. ,The woman hurries to hit the tennis ball.,A woman holding a racket on a tennis court.,A female tennis player getting ready to hit the ball.,A female tennis player swings her racket at a tennis ball and a line umpire stands behind her
109199,A girl holding a racket playing tennis in a pink uniform.,Abstract picture featuring girl on tennis court with racket. ,A tennis player is squating with her racket.,A strange graphic of a woman playing tennis.,A tennis player is playing tennis on the court. 
445073,Two men standing on a tennis court holding racquet.,Two men with tennis rackets are walking on a tennis court.,Two men on playing playing tennis on the same side.,an image of two men playing tennis outside,Blurry photo of two men playing recreational tennis 
559762,A man is in the air playing tennis on a purple court.,A male tennis player jumps to hit the ball,A male tennis player playing tennis on a court.,A man hitting a tennis ball with a tennis racquet.,A young man jumping into the air in an attempt to hit a tennis ball.
379539,a pitcher throwing a baseball from the mound,A baseball pitcher throwing a ball and umpire looking on.,a pitcher with uniform and cap throws a baseball in a baseball field.,A baseball player throws a baseball towards home plate.,A pitcher for a baseball team is throwing a pitch from the mound.
